before,chainok_12,after,pattern
BPPBBP,BPPB,PBPBPP,1-2-1
PBBBBP,BPPB,PBBBBP,1-2-1
PPBPBP,BPPB,PBBBBP,1-2-1
PBPBPB,PBBP,BPPPPP,1-2-1
BBBPPB,PBBP,BPPPBB,1-2-1
PBPBBB,PPBPP,BBBPPP,2-1-2
PPBBBB,PPBPP,BPBBPP,2-1-2
PPBBBB,PBBP,BBPBBB,1-2-1
PBBPPP,BBPBB,PPPPPP,2-1-2
PPPBPB,PBBP,BPBBBP,1-2-1
BPBPBP,BPPB,PBPBBB,1-2-1
PBPBBB,PPBPP,BPBBBB,2-1-2
PPBBBP,BPPB,PBPBBP,1-2-1
BPPPBP,BPPB,PBBBPB,1-2-1
PPPBPB,PBBP,BBPPBP,1-2-1
PBBPBB,PPBPP,BBBBPP,2-1-2
PBBBBB,PPBPP,BBPBPP,2-1-2
PPBBBB,PBBP,BPBBBP,1-2-1
BPBBBP,BPPB,PBBBPB,1-2-1
BBBPBP,BPPB,PPPPBP,1-2-1
PBBBPP,BBPBB,PBBBPB,2-1-2
BPBBBB,PBBP,BPBBBB,1-2-1
BPPPPP,BBPBB,PPPPPP,2-1-2
PBPPBB,PPBPP,BPBPPP,2-1-2
BBBBBB,PBBP,BBBBBB,1-2-1
BPPBPB,PBBP,BBPBBB,1-2-1
PBBBBP,BPPB,PPPBBB,1-2-1
BBPPBB,PPBPP,BBBPPP,2-1-2
PPPBPB,PBBP,BBBBBP,1-2-1
PBBBBB,PPBPP,BPPBBP,2-1-2
BBPPPP,BPPB,PBPBPB,1-2-1
BPBBPB,PBBP,BBPBBB,1-2-1
PPPPPB,PBBP,BBBPPP,1-2-1
PPPBBP,BPPB,PBBPPB,1-2-1
PBPPBB,PPBPP,BBPBPB,2-1-2
BBPBBB,PBBP,BPPPPB,1-2-1
PPBPPP,BPPB,PBPPBB,1-2-1
BBPPPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBPBBB,1-2-1
BPBPPB,PPBPP,BBPPBB,2-1-2
PPPPPP,BPPB,PBPBBB,1-2-1
PPPPPP,BPPB,PBPBPB,1-2-1
PBPBPB,PBBP,BBBBPB,1-2-1
BPBBBP,BPPB,PBPPBB,1-2-1
PPPBBB,PBBP,BBBBPP,1-2-1
BBBBBB,PBBP,BBBPBP,1-2-1
BBPBPP,BBPBB,PPBBPP,2-1-2
BBBBBP,BPPB,PBPPBB,1-2-1
BBBPPB,PBBP,BPPPPB,1-2-1
PPBBPB,PBBP,BBBBBP,1-2-1
PBBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBPBB,1-2-1
BBPBBB,PBBP,BBBBPP,1-2-1
BPBBBB,PBBP,BPPBBP,1-2-1
BPPPPB,PBBP,BPBBPP,1-2-1
BPPPPP,BBPBB,PBBBBP,2-1-2
PPPBBB,PBBP,BPBBBP,1-2-1
BBBBBB,PPBPP,BBPPBB,2-1-2
PBPPBB,PPBPP,BPPPPP,2-1-2
BPBPPP,BPPB,PBBBBP,1-2-1
PBBPBP,BPPB,PBPBBP,1-2-1
PPBBBB,PBBP,BBBPPP,1-2-1
BBBBBP,BPPB,PPBBBP,1-2-1
PBBBPP,BBPBB,PPPPPP,2-1-2
BPBBBP,BPPB,PPBPBB,1-2-1
PBPPBP,BPPB,PPPPPP,1-2-1
PPPPPP,BBPBB,PBPPPP,2-1-2
BBPBBB,PBBP,BPPPPP,1-2-1
BPPBBP,BPPB,PPPPBP,1-2-1
BBBBBP,BPPB,PPPBPP,1-2-1
BPBPBB,PPBPP,BPBBBP,2-1-2
PBPBPB,PBBP,BPPPBB,1-2-1
PPBPBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPBBPP,1-2-1
PBBBBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBBPBP,2-1-2
PPPPPB,PBBP,BBBBPB,1-2-1
PPPBBB,PPBPP,BBPPBB,2-1-2
BPPBBB,PPBPP,BBPPBP,2-1-2
BPPBPB,PBBP,BPBBBP,1-2-1
PPBBBB,PBBP,BPBBBB,1-2-1
BPBBBB,PPBPP,BBPPPB,2-1-2
BBBPPB,PBBP,BPBPPB,1-2-1
PBBBBB,PBBP,BPBBBP,1-2-1
PBPBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBPB,1-2-1
BPPPBP,BPPB,PBPPBB,1-2-1
BPBPBP,BPPB,PPBBPP,1-2-1
BPBPPP,BPPB,PBPPBB,1-2-1
BBPBBB,PBBP,BPBPBP,1-2-1
BPPBBB,PBBP,BPPPBP,1-2-1
BPBPPP,BPPB,PPBBPB,1-2-1
PBBBBB,PBBP,BPPPBP,1-2-1
BBPPPP,BPPB,PPBBPB,1-2-1
BBPBBB,PPBPP,BPPPBB,2-1-2
PPBBBB,PBBP,BBBBBP,1-2-1
BBPBBB,PBBP,BBBBPB,1-2-1
BBPBBB,PBBP,BPBBBB,1-2-1
PBBBPB,PBBP,BBBPBB,1-2-1
PPBBPB,PBBP,BPPBBB,1-2-1
BPPBBB,PBBP,BBPPBP,1-2-1
BBBPPP,BPPB,PPBBPB,1-2-1
BPPBPP,BBPBB,PBBPPB,2-1-2
PBPBBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BPBPBB,2-1-2
BPPBPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPBBB,1-2-1
PPBPPP,BBPBB,PPBPPP,2-1-2
BBBPPP,BPPB,PPPBBB,1-2-1
PPBBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPBPB,1-2-1
BPPPBP,BPPB,PPBPPP,1-2-1
PPPPPP,BPPB,PPPBBB,1-2-1
PBPBBB,PBBP,BBPPBB,1-2-1
PPBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PPBPPB,1-2-1
BPBPPB,PPBPP,BBPBPB,2-1-2
PBBBPB,PBBP,BPBPBB,1-2-1
BPBBPB,PBBP,BBBBPP,1-2-1
BPBBBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BPBPBP,1-2-1
PPBBBB,PBBP,BBPPPP,1-2-1
PPBPBP,BPPB,PPBBBP,1-2-1
BPBPBP,BPPB,PPBBPB,1-2-1
BPPPPB,PBBP,BBBBPP,1-2-1
BBPPBP,BPPB,PPBBPP,1-2-1
BPBPPP,BPPB,PPBBPB,1-2-1
BPBPBP,BPPB,PPBBPB,1-2-1
BPPBBP,BPPB,PPPPPP,1-2-1
PBPBPP,BBPBB,PPBBPB,2-1-2
PPPBPB,PBBP,BBBPBB,1-2-1
PBBPPB,PBBP,BBBBPP,1-2-1
BPPPPP,BPPB,PBPPPB,1-2-1
PPBBBB,PBBP,BPPBBP,1-2-1
BBPPBB,PPBPP,BBBBBB,2-1-2
BPPPPP,BPPB,PBBBBP,1-2-1
BPBPPP,BBPBB,PBBPPP,2-1-2
PBPBBB,PBBP,BPBPPB,1-2-1
BPBPPB,PPBPP,BPBPPP,2-1-2
BPPPPB,PBBP,BBBPBB,1-2-1
PPPPPP,BBPBB,PBBBPP,2-1-2
PPPBPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BBPPPB,1-2-1
PBBPPP,BPPB,PBPBPP,1-2-1
PPBBBP,BPPB,PBPBPP,1-2-1
PPBPBP,BPPB,PPBBBB,1-2-1
PPPPPP,BPPB,PPBPBB,1-2-1
PPPPBP,BPPB,PPPPBP,1-2-1
PPPPBP,BPPB,PBPBBP,1-2-1
BBPPPP,BPPB,PPBPBP,1-2-1
PBPPPP,BPPB,PPBBBB,1-2-1
PBPBBB,PPBPP,BPBPBB,2-1-2
BPPBPB,PBBP,BBPPBP,1-2-1
BPBBBP,BPPB,PPPBPP,1-2-1
BPPBBP,BPPB,PBBBPP,1-2-1
PBPBBB,PBBP,BPPBBP,1-2-1
BPBPPP,BPPB,PBPBBB,1-2-1
BBPPPP,BPPB,PBPPPP,1-2-1
BBBBBB,PPBPP,BBBBBP,2-1-2
PPBPBB,PPBPP,BPPPPP,2-1-2
BPBPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BPPPBP,1-2-1
BBPPBB,PPBPP,BBPPBP,2-1-2
BBPPBP,BPPB,PPBBBP,1-2-1
PBPBBB,PBBP,BPPBPP,1-2-1
BBPBBP,BPPB,PPBPBB,1-2-1
BBBPBB,PPBPP,BPBPPB,2-1-2
PBPPBP,BPPB,PPBPBP,1-2-1
PBPPBB,PPBPP,BPPBBP,2-1-2
BPBPBP,BPPB,PPPPBP,1-2-1
PPPBBP,BPPB,PBPBPB,1-2-1
BBBBBB,PBBP,BPBBBP,1-2-1
PPPPPP,BPPB,PPPBBP,1-2-1
PBBBBB,PPBPP,BBBBBB,2-1-2
PPPPBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPPBP,1-2-1
BPPBBB,PBBP,BBBBBB,1-2-1
PPPPPP,BBPBB,PBPPPB,2-1-2
BPPBBB,PBBP,BBBBBP,1-2-1
BBBBPB,PBBP,BPPBBP,1-2-1
PBPBPP,BBPBB,PPPPBB,2-1-2
BBPPBP,BPPB,PBPPPB,1-2-1
PPBBPB,PBBP,BBPBPP,1-2-1
PPBPPP,BPPB,PBBBBB,1-2-1
PPPBPB,PBBP,BPPPPP,1-2-1
PBBBBP,BPPB,PPPBPB,1-2-1
PBPPPB,PBBP,BBPPPP,1-2-1
BBPPPP,BPPB,PPPBBB,1-2-1
BBBPPB,PBBP,BPBBBP,1-2-1
PBPBBB,PBBP,BPPPBB,1-2-1
BBPPPB,PBBP,BBBBPB,1-2-1
BBBPBP,BPPB,PPBBPP,1-2-1
PBBPPB,PBBP,BPBBBB,1-2-1
PPBBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBPP,1-2-1
PBBPPP,BBPBB,PPPBBB,2-1-2
BBPPBP,BPPB,PPBBBB,1-2-1
BPPBBB,PBBP,BBBPPP,1-2-1
BBBBBP,BPPB,PPPBPP,1-2-1
BBBBBB,PPBPP,BPPPBP,2-1-2
PBPPPB,PBBP,BBPPBB,1-2-1
PBBPPP,BBPBB,PBBBBP,2-1-2
BPBPPP,BPPB,PBBBBP,1-2-1
BBPPBP,BPPB,PPBPPP,1-2-1
PBPPPB,PBBP,BPPPPP,1-2-1
PPBPPB,PBBP,BBPBPB,1-2-1
PBPBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPBPP,1-2-1
BPBPBP,BPPB,PBBBPB,1-2-1
BPBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBBBP,1-2-1
PPPBBP,BPPB,PBPBPP,1-2-1
BPBBBB,PBBP,BPPPBB,1-2-1
PBBPPP,BPPB,PBPPBB,1-2-1
PBPBBB,PBBP,BBBPPP,1-2-1
PPBPPP,BBPBB,PBBBBP,2-1-2
BPPPBP,BPPB,PBBBPP,1-2-1
PPPPBB,PPBPP,BPPBBP,2-1-2
BBPPPP,BPPB,PBBBPB,1-2-1
BPPPPP,BPPB,PBPPBB,1-2-1
BPBBPP,BBPBB,PPBPPP,2-1-2
BPPPPB,PBBP,BPPPBP,1-2-1
BBPBBP,BPPB,PPPPPB,1-2-1
PBBBPB,PBBP,BBPPBB,1-2-1
PPPBBB,PBBP,BBBPPB,1-2-1
BBPPPP,BPPB,PBPPPB,1-2-1
BBBBPP,BBPBB,PPBBBP,2-1-2
PBPBBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BBBBBB,1-2-1
PBPBPP,BBPBB,PBPPBB,2-1-2
PBBBPB,PBBP,BPBPBB,1-2-1
PBBPPP,BPPB,PBBBBB,1-2-1
BPPPBP,BPPB,PBPBBB,1-2-1
BPBBBB,PBBP,BPBBPB,1-2-1
PPPBBB,PPBPP,BPPBPP,2-1-2
BPPBPP,BPPB,PPPPBB,1-2-1
PPBBPB,PBBP,BBBBBP,1-2-1
PPPPBP,BPPB,PPPBBP,1-2-1
BPPPBB,PPBPP,BPBPBP,2-1-2
PPBPBP,BPPB,PBPBBP,1-2-1
BPPBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPBPP,1-2-1
BBBPPP,BPPB,PPPPBB,1-2-1
PBPBPB,PBBP,BBPPPB,1-2-1
BBPPBB,PPBPP,BBBBPB,2-1-2
BBBPBP,BPPB,PPBBPB,1-2-1
BBBPBP,BPPB,PPPBPB,1-2-1
BBBBBB,PBBP,BPPBBP,1-2-1
PBPBBB,PBBP,BBPPBB,1-2-1
BBPBBB,PPBPP,BBBPPB,2-1-2
BBPPBP,BPPB,PBPBPP,1-2-1
PPPBPB,PBBP,BPBPBB,1-2-1
BPBPBB,PPBPP,BPPPPP,2-1-2
PPPBBB,PBBP,BPPPPB,1-2-1
BPBPPP,BPPB,PPPBPP,1-2-1
PPBPPP,BPPB,PPBPBB,1-2-1
BBPBPB,PBBP,BBBBPP,1-2-1
BPBBBB,PPBPP,BPPPBP,2-1-2
BPBBBB,PPBPP,BBPPBB,2-1-2
BPBBBB,PPBPP,BBPPBB,2-1-2
PPBPPP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBBPPP,1-2-1
BBBPPP,BPPB,PBBBBP,1-2-1
BPPPPB,PBBP,BBPBPB,1-2-1
PBBPBP,BPPB,PBBBBP,1-2-1
BBPBPB,PBBP,BBPPBB,1-2-1
PPBBBP,BPPB,PPPBPP,1-2-1
PPPBBP,BPPB,PPBBPP,1-2-1
BPBPPP,BPPB,PBPPPB,1-2-1
PPBBPP,BBPBB,PBPPPB,2-1-2
BBPBBB,PPBPP,BPPPPP,2-1-2
PPPPPB,PBBP,BBPPBP,1-2-1
PPPBBP,BPPB,PPPPPB,1-2-1
BPPPPP,BBPBB,PBBPPP,2-1-2
PBBBPB,PBBP,BBPPBP,1-2-1
PBBPBB,PPBPP,BBBPBP,2-1-2
PPBPPP,BPPB,PPPPBP,1-2-1
PBPBPB,PBBP,BBBBPB,1-2-1
BBBBBP,BPPB,PPBBPP,1-2-1
PPPBBP,BPPB,PBPPBB,1-2-1
PPPBBB,PPBPP,BPBPPP,2-1-2
PPPBPB,PBBP,BBBBPP,1-2-1
PBPBPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBPPB,1-2-1
BBPPBP,BPPB,PPBBPB,1-2-1
PPPBBB,PBBP,BPBBPP,1-2-1
BBPPBP,BPPB,PPBBBB,1-2-1
PBBBPB,PBBP,BBPPBB,1-2-1
BPPPPP,BBPBB,PPBBPP,2-1-2
PBPPPP,BBPBB,PBBBPP,2-1-2
BBPPBP,BPPB,PBPPBB,1-2-1
PPBBBB,PBBP,BBBPPP,1-2-1
BPBBBP,BPPB,PBBBBP,1-2-1
PBBPBP,BPPB,PPPBPB,1-2-1
PBPBBB,PBBP,BPBPBP,1-2-1
BBPPBB,PPBPP,BPBBPP,2-1-2
PBBPBB,PPBPP,BPPPBB,2-1-2
PBPPPP,BPPB,PBBPPP,1-2-1
BBPPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBPPPP,1-2-1
BPBPBB,PPBPP,BBBBPP,2-1-2
PBBPBP,BPPB,PBPBBB,1-2-1
BBPPPB,PBBP,BBPPPP,1-2-1
PPPBPP,BBPBB,PPBBBB,2-1-2
BPPBBB,PBBP,BPPBBB,1-2-1
PBBPBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPBBPP,1-2-1
BBPPPB,PBBP,BPPPBB,1-2-1
PPPPPP,BBPBB,PBPBBP,2-1-2
BPBBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBBPPB,1-2-1
BBBBBP,BPPB,PPPBBB,1-2-1
BPBPPP,BPPB,PPBPPP,1-2-1
PPBBBP,BPPB,PPPBBP,1-2-1
PBBPPB,PBBP,BBPPBP,1-2-1
PBBPPP,BBPBB,PBBBBP,2-1-2
BPPBBB,PPBPP,BBPPBB,2-1-2
BBBPPP,BPPB,PPBPBP,1-2-1
BBPPPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPBBP,1-2-1
PPBPPP,BBPBB,PPBBBP,2-1-2
BBBPPB,PBBP,BBBPPP,1-2-1
BBBBPP,BBPBB,PPPPPB,2-1-2
PBPBBB,PBBP,BPBBBB,1-2-1
PBPPBB,PPBPP,BBPPBB,2-1-2
BBPPBB,PPBPP,BBPPBP,2-1-2
BBBPBB,PPBPP,BBPPBP,2-1-2
PBPPBB,PPBPP,BPPPBB,2-1-2
PPPPPP,BPPB,PPPPBB,1-2-1
BBBBBP,BPPB,PPBPPP,1-2-1
PBBPPP,BPPB,PBBBPB,1-2-1
PBPBBB,PBBP,BPBBBB,1-2-1
PBBPPB,PBBP,BBBBBP,1-2-1
PBBBBB,PBBP,BPPBBB,1-2-1
PBBBBB,PBBP,BBPBPP,1-2-1
BBPBBP,BPPB,PBPPPB,1-2-1
BBBBBB,PPBPP,BPBBPP,2-1-2
PBBPPB,PBBP,BBPBPB,1-2-1
PBBBPB,PBBP,BPPBBB,1-2-1
PPPBPB,PBBP,BBBBBP,1-2-1
PPBPPP,BBPBB,PBBBBB,2-1-2
PPPPBB,PPBPP,BPPPBP,2-1-2
PPPBBB,PBBP,BBPPPP,1-2-1
PPPBBP,BPPB,PBBBPP,1-2-1
PBBBBP,BPPB,PBPPPB,1-2-1
PBBPPP,BBPBB,PPPBPP,2-1-2
PBPPPP,BPPB,PBPBPB,1-2-1
PBPBBB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPBPBP,1-2-1
PBBPPB,PBBP,BPPPPB,1-2-1
PBPPPP,BPPB,PBBBPP,1-2-1
PPBPPP,BBPBB,PBBBPP,2-1-2
BPBPPP,BBPBB,PPPBBB,2-1-2
PPPPPB,PBBP,BBBBPP,1-2-1
BPBBBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PPPBPB,2-1-2
PPBBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBPPBB,1-2-1
PPBBBP,BPPB,PPBPPP,1-2-1
BBPPBB,PPBPP,BPBBPB,2-1-2
PPBPPB,PBBP,BPPPBP,1-2-1
BPBPPP,BPPB,PBBBPP,1-2-1
PPPPBB,PPBPP,BPPPPP,2-1-2
BPBPBB,PPBPP,BBPBBB,2-1-2
BPPBBB,PPBPP,BBPBBB,2-1-2
PBBPPP,BPPB,PBBPPB,1-2-1
PPBPBB,PPBPP,BPBBBB,2-1-2
PBPBBB,PBBP,BPBPPP,1-2-1
PBBBBP,BPPB,PBBPPB,1-2-1
PBPPPB,PBBP,BPBPBB,1-2-1
PBBBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPBBP,2-1-2
PBBPPB,PBBP,BBPPPB,1-2-1
BPBPBP,BPPB,PBPPPB,1-2-1
PPBPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBPP,1-2-1
PPPPPP,BPPB,PBPBBP,1-2-1
BPBBBB,PBBP,BPBBBP,1-2-1
BBPPBP,BPPB,PBBBPP,1-2-1
PBPPPP,BPPB,PBBBPP,1-2-1
BBBBBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBBBPB,1-2-1
PBPPPB,PBBP,BPBPBB,1-2-1
PPPBBP,BPPB,PBPBPB,1-2-1
PPBBBP,BPPB,PBPBBB,1-2-1
PPPPBB,PPBPP,BPBBBP,2-1-2
PBBBPP,BBPBB,PBBBPB,2-1-2
PBBBBP,BPPB,PBPPPB,1-2-1
PPBBBP,BPPB,PPPPPP,1-2-1
PBBPBP,BPPB,PPBPBB,1-2-1
PBBBBB,PBBP,BPPPBP,1-2-1
PBPPPB,PBBP,BBBBPB,1-2-1
BBPPBP,BPPB,PPBBPP,1-2-1
BPPBPB,PBBP,BBBPBB,1-2-1
PBPBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPBPP,1-2-1
BBPPBP,BPPB,PPBBBB,1-2-1
BBPPPP,BPPB,PBBBPB,1-2-1
PBPBBB,PBBP,BBPPPB,1-2-1
BBBPPP,BPPB,PPPPPP,1-2-1
PPPBBB,PBBP,BBPBBP,1-2-1
BBPBBP,BBPBB,PBPBPP,2-1-2
PBBBBP,BPPB,PPBBBB,1-2-1
BPPPBB,PPBPP,BBBBPB,2-1-2
PBPPPB,PBBP,BPBBPP,1-2-1
BBBBBB,PPBPP,BBBPBB,2-1-2
BPPPPB,PBBP,BPBPPP,1-2-1
BPBPPP,BBPBB,PPPPBB,2-1-2
PBPPPB,PBBP,BBBBPB,1-2-1
PBBBPB,PBBP,BPBPPP,1-2-1
PPPBPB,PBBP,BBBPBB,1-2-1
PPPPBB,PPBPP,BBPBPP,2-1-2
BPBPPP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BBBPBB,1-2-1
PPPPPP,BPPB,PPPBPP,1-2-1
PBBPPB,PBBP,BBBBBB,1-2-1
BBBPBP,BPPB,PBPPPB,1-2-1
PPBPPP,BPPB,PPBBPB,1-2-1
PBBBBB,PPBPP,BPBBPP,2-1-2
PBPBPB,PBBP,BBBBPP,1-2-1
BBBPBB,PPBPP,BBBBBP,2-1-2
PBBPPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PBBPPB,1-2-1
PBBPBP,BPPB,PPBPBP,1-2-1
PPBPBP,BPPB,PBBBBP,1-2-1
BPBBBB,PBBP,BBBBBB,1-2-1
BBBPPP,BBPBB,PPBPPB,2-1-2
PBBPBB,PPBPP,BPBBBP,2-1-2
BBBPBP,BPPB,PBPPPB,1-2-1
BBBPBP,BPPB,PBPPBP,1-2-1
PBPPBP,BPPB,PBPBBP,1-2-1
PPPBBP,BPPB,PBPPPP,1-2-1
BPBBPB,PBBP,BBBPBB,1-2-1
BBPBBB,PBBP,BBBBBP,1-2-1
BPPPPB,PBBP,BBPBPB,1-2-1
BPBBPB,PBBP,BBBBBP,1-2-1
PPBPPP,BPPB,PBPBBB,1-2-1
PPBPPP,BPPB,PPPBBB,1-2-1
BBPBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPBBB,1-2-1
PBPBPB,PBBP,BPBPBB,1-2-1
BBPBPB,PBBP,BPPPPB,1-2-1
PPBBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPBBPB,1-2-1
BPPBPP,BBPBB,PPBBPB,2-1-2
BPBPPP,BBPBB,PBBBBB,2-1-2
BBBBBP,BPPB,PPPPBP,1-2-1
PBBBPB,PBBP,BPPBBP,1-2-1
PBBPBB,PPBPP,BPBBBB,2-1-2
PBPBPB,PBBP,BBPPPP,1-2-1
PBBPPP,BBPBB,PBBBBP,2-1-2
PBBBBP,BPPB,PBPBBB,1-2-1
BPPPPB,PBBP,BBBBBB,1-2-1
PPBPPP,BPPB,PPBBPB,1-2-1
PBPPPP,BPPB,PBBBBB,1-2-1
BBBBBB,PBBP,BBBBBB,1-2-1
BPBPPP,BBPBB,PPPPPP,2-1-2
PBPBBB,PBBP,BPBPBP,1-2-1
BBBBBB,PBBP,BBBBPP,1-2-1
PPBBBP,BPPB,PBPBPP,1-2-1
PPBPBP,BPPB,PPPPBB,1-2-1
BBPPBP,BPPB,PPBBBB,1-2-1
PBBBBB,PPBPP,BPPPBP,2-1-2
PBBBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBBPPB,1-2-1
BPPBBB,PBBP,BPBBBB,1-2-1
BPBPPB,PBBP,BBPPBB,1-2-1
BPBBPP,BBPBB,PBPPPP,2-1-2
BPBPPB,PBBP,BPBBBP,1-2-1
BPBBPP,BBPBB,PBPBBB,2-1-2
BBPPBP,BPPB,PPPPPB,1-2-1
PBPBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPBPBP,2-1-2
BPPBBB,PBBP,BBBBPB,1-2-1
BBBBPB,PBBP,BPPBPP,1-2-1
PBPBBP,BPPB,PPPPPP,1-2-1
PPPPPP,BPPB,PPBPPP,1-2-1
PPBPPP,BBPBB,PBBPPB,2-1-2
PBPPPP,BBPBB,PBPPBP,2-1-2
BBPBBP,BPPB,PBPPPP,1-2-1
BBPPBB,PPBPP,BPBPBB,2-1-2
PPBBPB,PBBP,BBPBBB,1-2-1
BBPPPP,BPPB,PPBPPP,1-2-1
PBPPPP,BBPBB,PPBBBP,2-1-2
PBBPPP,BPPB,PPPBBB,1-2-1
PPBBPP,BBPBB,PPBBBB,2-1-2
PBBBBB,PBBP,BBPPBB,1-2-1
PPBPBB,PPBPP,BPBPBB,2-1-2
BPBPBB,PPBPP,BBBBBB,2-1-2
BPBPBP,BPPB,PPBPBP,1-2-1
PPBBBB,PPBPP,BBPBBP,2-1-2
BPPBPP,BBPBB,PBPBPP,2-1-2
BPPPPP,BPPB,PBBPBP,1-2-1
PBBBPB,PBBP,BBPBBP,1-2-1
PBPBBP,BBPBB,PPPPBP,2-1-2
BPPPPB,PBBP,BBPPBB,1-2-1
BPPBBB,PBBP,BPPPPP,1-2-1
PPPBBP,BPPB,PPPBBB,1-2-1
PPBBBP,BPPB,PPPPBB,1-2-1
PBPPPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPBPPB,1-2-1
PBBPBP,BPPB,PPPPPB,1-2-1
PPBPPP,BPPB,PBBPBP,1-2-1
PPBPPB,PBBP,BPBPPP,1-2-1
PPPBBP,BPPB,PPPBBP,1-2-1
PPBBBB,PBBP,BPBBBB,1-2-1
PBPBBB,PBBP,BPPBBB,1-2-1
PPBBPB,PBBP,BPPPBB,1-2-1
BBPPBP,BPPB,PBBPBB,1-2-1
BPBPPB,PBBP,BBPPBP,1-2-1
PBBPBB,PPBPP,BBBBPP,2-1-2
BPPBBP,BPPB,PBBPPP,1-2-1
BBBBBB,PBBP,BPPBPB,1-2-1
BBPBBP,BPPB,PBPPBB,1-2-1
PPBBBP,BPPB,PBBPPP,1-2-1
BBPBBB,PBBP,BBPBBB,1-2-1
BBBBBP,BPPB,PPPBPB,1-2-1
PBPPPB,PBBP,BPPBPB,1-2-1
PBPBBP,BPPB,PBBBBB,1-2-1
PBBBBB,PBBP,BBPBPP,1-2-1
BPBPPP,BPPB,PBPBPP,1-2-1
BBBPPB,PBBP,BBPBBB,1-2-1
BBPPBP,BPPB,PBPPPP,1-2-1
PPBPPP,BPPB,PBBBPP,1-2-1
BPPBPB,PBBP,BPBBPB,1-2-1
BPBBPB,PBBP,BBPBBB,1-2-1
BBBBBP,BPPB,PPBBBB,1-2-1
BBBPPB,PBBP,BPPPPB,1-2-1
BPPBPB,PBBP,BBPPPB,1-2-1
BPPBBB,PPBPP,BBPPPB,2-1-2
BBBPPP,BPPB,PBPPBB,1-2-1
PBPBBB,PBBP,BBPBBB,1-2-1
BBPBBP,BPPB,PBPBBP,1-2-1
BPPBPB,PBBP,BPBBPP,1-2-1
BPBBPP,BBPBB,PBPBPB,2-1-2
BPPPBB,PPBPP,BPPPBP,2-1-2
PBPPPB,PBBP,BBBBBP,1-2-1
PBBBPB,PBBP,BPPPPP,1-2-1
PPPPPP,BBPBB,PBBBPB,2-1-2
PBBBPB,PBBP,BBPBBB,1-2-1
BPPPBP,BPPB,PPPBBB,1-2-1
PPBBBB,PBBP,BBPPBB,1-2-1
PPBBPB,PBBP,BBBBBP,1-2-1
BBBBBP,BPPB,PBPPBB,1-2-1
PBPBPP,BBPBB,PBBPBP,2-1-2
PBBPBB,PBBP,BPPPPB,1-2-1
PPPBBB,PPBPP,BBBPBP,2-1-2
PPBBBP,BPPB,PBBBPP,1-2-1
BPBBBP,BPPB,PBBPPP,1-2-1
BPBBBP,BPPB,PPBBPB,1-2-1
BPPBBP,BPPB,PBBPBP,1-2-1
BPBPPB,PBBP,BPPBBB,1-2-1
