before,pingpong_tie,after,length,tie_position
PBBBBB,PBPBT,BBPBBP,5,37
BPBBPP,PBPBT,BPPBBP,5,49
TPBBTP,PBPBT,BPPTBB,5,47
PPBPPP,TBTBT,PPBTPP,5,48
BBBPPP,PBPBT,BBBPBB,5,51
TPBBPB,TBTBT,BPPBPB,5,24
PBBBPB,BPBPT,BPBBBB,5,24
TBBBTB,PBPBT,BPBBPB,5,54
BBPTBP,BPBPT,PPPPBB,5,19
PBBBBB,PBPBT,BTPPBB,5,52
BPPPPB,BPBPT,BTBPPP,5,57
PBPPPB,BPBPT,PBPBPB,5,40
PPBPBP,PBPBT,BBBPPB,5,52
PPPBBP,BPBPT,PPBPBP,5,36
BTBPPB,TPTPT,TPTPPB,5,46
PBPBBP,BPBPT,PPTBPB,5,30
PPBBPT,BPBPT,PPTBPB,5,45
BPTPPT,BPBPT,BBPPBP,5,53
PBPBPB,BPBPT,PBBPPB,5,44
TBBPPB,PBPBT,PPPBBB,5,57
BTBPBB,PBPBT,TBBPBP,5,13
BBPPBB,BPBPT,BTBBBP,5,34
PBPPPP,BPBPT,BPBPPB,5,51
BPPPPB,BPBPT,PBPBPP,5,41
BBBBBP,PBPBT,PPBBPP,5,12
PBPBPB,BPBPT,BBTBPP,5,45
PPBBPP,PBPBT,BPBBTB,5,46
BPPTBB,BPBPT,BBPPPP,5,59
TBBPTP,PBPBT,PBBPBB,5,23
PTBBBP,PBPBT,BBBBBP,5,30
TPBPPP,BPBPT,PPBPBP,5,29
BPTPPB,PBPBT,PBBBBB,5,37
BBTPPB,PBPBT,BPBPBP,5,13
BBPBBP,PBPBT,PPBPPP,5,57
BPPPPP,BPBPT,BPPBBB,5,13
TBTPPT,PBPBT,PBPPTB,5,22
PTPPPP,PBPBT,PPBPPP,5,39
PBTBBP,PBPBT,PPPPBB,5,14
BPBBPP,PBPBT,BPBTPB,5,60
BBPBPB,PBPBT,TPTPPP,5,27
BBPBTB,BPBPT,PPBPPB,5,53
PPPPPB,BTBTT,BPTPPB,5,56
BBBPBP,BPBPT,BTTBPB,5,55
PPBPPP,PBPBT,PPTPPP,5,21
BBBPBP,PBPBT,BBBBPT,5,31
PBPPBP,PBPBT,PBPBPB,5,54
PBBPPB,PBPBT,BBPPBP,5,10
PPPPBB,BPBPT,BPPBTP,5,30
BTPBBT,BPBPT,BBPBPB,5,44
BBBBTB,BPBPT,PPPPTB,5,23
PBPBBT,PBPBT,BPTPBP,5,29
BBPPBT,BPBPT,PBBPBP,5,46
BBPBBB,BPBPT,PPPTPT,5,43
PBPTPP,PTPTT,BBPPTB,5,50
BBPBBP,BPBPT,PPBBBB,5,50
PBPPBT,BPBPT,BTPPPP,5,37
PBPBPP,BPBPT,PPPPTP,5,22
BPTPPP,PTPTT,BTBBBB,5,30
TBBBBB,BPBPT,BPBPTP,5,42
BBPBPT,BPBPT,PPPBBB,5,47
PTPPBP,PBPBT,PBPBBP,5,58
BTPPPB,TBTBT,PPBPPB,5,30
PBPBPP,BPBPT,PPPPPT,5,53
BTPPPT,BPBPT,TPBBPP,5,17
TBPTBB,BPBPT,PPBBPB,5,16
PBBPPB,BPBPT,PPPPPP,5,18
PBPBPB,BPBPT,TBBPPB,5,37
PBBTPB,TPTPT,BBPBPT,5,15
TPTPTB,BPBPT,BPPBPB,5,21
PBPBBB,PBPBT,PBPBPT,5,36
PBPBTP,BPBPT,BPBPPB,5,42
BBPBPP,BPBPT,PPPPBP,5,13
BPPPBB,BPBPT,PBPBPP,5,36
PBBPBB,PBPBT,PBBPPB,5,51
BPPTBP,PBPBT,BPBBBP,5,58
PBPBPP,BPBPT,BBPBPP,5,44
PBBPTB,PBPBT,PBPBPB,5,27
BPBTPB,PBPBT,TPPBTT,5,34
PPTBBP,BPBPT,PPPPPB,5,51
PPBBTT,BPBPT,BBPBPP,5,61
PBPBBP,PBPBT,PBBTTP,5,30
TTBPPB,BPBPT,BBTBBP,5,20
PPPBPP,BPBPT,BPBPPP,5,28
PTBBBP,BPBPT,PPTPPP,5,42
BBTPPB,PBPBT,BPPPPB,5,32
BPPBBB,BPBPT,PPPBBB,5,16
BBPTBB,PBPBT,PPBPBP,5,12
BBBTBB,BPBPT,PPPBBT,5,57
BPPBPP,PBPBT,BBBPBP,5,32
BPBTBB,BPBPT,BTPBPB,5,39
BPBTBP,BPBPT,BBPBBP,5,27
PBTBPP,PBPBT,BPBBPB,5,55
BBBBPP,BPBPT,BTPTBP,5,17
PPBPBB,PBPBT,BBPPTP,5,19
PPPPBP,PBPBT,BBPPPP,5,12
PPBBBB,BPBPT,PBBPPT,5,32
PBBBPP,PBPBT,TBBBBP,5,33
BPPBPB,BPBPT,PPPPPP,5,50
BPBBBB,BPBPT,BBTBPP,5,43
BBPBBP,BPBPT,PBBPPP,5,24
BBBBBP,BPBPT,BTBBTP,5,51
PBBPBP,PBPBT,PBBPTB,5,38
BBBBPB,PBPBT,BBBPPP,5,19
BBPBPB,PBPBT,TBPTPT,5,40
PBBBBP,BPBPT,BBPBPP,5,39
BPPBPB,PBPBT,BBPBPB,5,36
BTPBPP,BPBPT,PPBBBB,5,56
TPPPPB,PBPBT,TPBTPB,5,28
PBBPPP,PBPBT,PPBBTT,5,51
BBBPPP,BPBPT,TBBPBB,5,17
PBPPPP,PBPBT,PPPPTP,5,10
PTPPTT,BPBPT,PPBPPP,5,24
PPPBPB,BPBPT,BBPPPP,5,40
BPPBBP,BPBPT,PPBPBB,5,25
BBBTBP,BPBPT,BPBBBT,5,49
BPPPBB,BPBPT,BBBPBP,5,48
BBBPBB,TBTBT,PBPPBT,5,55
PBBPBB,BPBPT,PPBBBP,5,19
BBPPPB,PBPBT,BBPPPP,5,23
BPPPBB,PBPBT,PPBPBB,5,34
BBBBBB,BPBPT,PBPBBP,5,52
PBPPBB,BPBPT,PPBBPB,5,32
PBBBBP,PBPBT,PTPPPB,5,21
PPPBPB,PBPBT,PPPPTB,5,34
BBTTTP,PBPBT,BBPBBP,5,43
PBTPPP,BTBTT,TBPPPP,5,40
PTBPBB,PBPBT,PPBBBB,5,54
PPPPPP,PBPBT,PBPPBP,5,36
PPPPBB,BTBTT,PPPPPP,5,29
BBPPBP,PBPBT,PBBTTP,5,44
BBTPBB,BPBPT,TBBPPP,5,18
TTPPPB,PBPBT,PPBTPB,5,27
PPBPTB,PBPBT,PBBBPP,5,58
PBPBBP,BPBPT,PBBBBP,5,34
PPBBPP,BPBPT,PPBBBP,5,19
PBTBBB,BTBTT,PBBBBB,5,55
BBPPTP,PTPTT,BBBPPB,5,39
PBBBBB,PBPBT,PPBPPB,5,28
BTPBBT,PBPBT,PTPBPB,5,50
PBBBPB,PBPBT,PPPBBB,5,49
PBBPBP,PBPBT,PBBPBB,5,10
BTBBTT,BPBPT,BBBBPB,5,13
PPBPPT,TPTPT,BBPPPP,5,21
PBBBTB,PBPBT,PPTTBB,5,27
BBTBPT,PBPBT,BPBBPB,5,15
PBPPPB,PBPBT,BTBPPB,5,56
BBTBPP,PBPBT,PBBBBT,5,35
PPBBBP,BPBPT,PBPPPP,5,43
PPPPPP,BPBPT,BPBBPB,5,21
BPBBPP,PBPBT,BPBBPB,5,21
PPBTBP,PBPBT,BBPPPT,5,50
BPPBPP,PBPBT,BBPPPB,5,13
PBTBBB,BPBPT,PBPTPP,5,22
PBPPPP,PBPBT,PBPPPB,5,24
BPPPBP,PBPBT,BBBTPP,5,36
BBTBPB,PBPBT,BPBPBP,5,58
BPTPPB,PBPBT,BPBBPP,5,37
PBPPPP,PBPBT,BPBPBB,5,34
PTBPBP,PBPBT,PBBTBP,5,33
BBBPTB,PBPBT,PPTTBB,5,52
PBPBPB,BPBPT,BPPBBP,5,38
BBBPPB,BPBPT,BPBPBP,5,49
PBTPTP,BPBPT,PBPPBP,5,32
BPPPPP,BTBTT,BBBBBP,5,26
BPBTPP,BPBPT,PPBBBB,5,34
BBBBBP,BPBPT,BBBPTB,5,34
PPBBBP,BPBPT,TPBPBP,5,17
PBTPBB,BPBPT,PBBBBB,5,43
BBBTBP,BPBPT,PPTPPB,5,31
BPBBPP,BPBPT,PBPTBP,5,17
BBPTPP,BPBPT,PPPBPP,5,14
BPPBBP,BPBPT,BPPPBB,5,31
BPPPPB,PBPBT,PBBPBB,5,47
BPPBBB,PBPBT,PBBTPB,5,49
PBPBPP,BPBPT,BBBPPB,5,47
PPBBBB,BPBPT,PBBBBT,5,47
TPPBBB,BPBPT,PPBPPB,5,25
PPPBPP,BPBPT,BBBPBP,5,50
PPTBPP,PBPBT,BBBPPP,5,31
TBTBPB,PBPBT,PPBTPP,5,26
PPPPBP,TPTPT,BBBPBP,5,19
PPPPPP,BPBPT,BBBPBP,5,48
PTBBBB,BPBPT,PBBPBT,5,56
BBPPPP,BPBPT,BBBBTB,5,25
PPPPPT,BPBPT,BBBBBP,5,24
PPBTBB,BPBPT,PBBBPP,5,32
PPTBPB,PBPBT,PBTPBB,5,33
BPPBPP,BPBPT,PPPTPP,5,50
BPPPBB,PBPBT,BPBPTB,5,21
BPBPBT,BPBPT,BTBPBP,5,26
PBBBBP,PBPBT,PPPTPP,5,38
PPPPPB,PBPBT,BPPBTB,5,57
BBPPBT,BPBPT,BBBPTB,5,26
BBPBPP,PBPBT,BBTPBB,5,36
PBBBPB,PBPBT,BPPBBT,5,53
BPBBBB,BPBPT,BBBPPB,5,44
BPTPPP,PBPBT,PBTPBB,5,29
PPBPPB,TBTBT,BBBPPP,5,18
PBPPPT,BPBPT,PBPPBB,5,15
PPBBBB,BPBPT,PBPPBP,5,28
PTBPPP,PBPBT,BPBBTB,5,20
TBBBBP,PBPBT,PBTBBB,5,42
PBTPBP,PBPBT,TBPPPP,5,36
BPPBTT,PBPBT,TBBBPP,5,37
BPBBPB,PBPBT,BPPBPP,5,60
PPBPPP,PBPBT,PBBBTP,5,24
BBPPPB,BPBPT,PBBBPB,5,53
BPBBTP,PBPBT,PPTTTP,5,10
PPPPBP,PBPBT,PBBPPP,5,34
PBPBBB,PBPBT,PBBPBT,5,59
PPBPBB,BPBPT,TBBPTB,5,33
TTBBPT,BPBPT,BPBPPB,5,43
PPBPBP,PBPBT,BBPBBB,5,49
BBPPPP,BPBPT,PBBBPB,5,31
TTBPBB,BTBTT,PBPPBB,5,49
PPBPTP,BPBPT,PBBBPB,5,52
PBPBBB,PBPBT,BPBPBT,5,43
PBPBTB,PBPBT,PBPPBB,5,49
BTBPPP,TBTBT,BTBBBT,5,11
BBPPPB,BPBPT,PPBBPT,5,12
PPPBPP,PBPBT,PBBBPT,5,36
PTPPPP,PBPBT,PBTBBT,5,51
PBBPTB,BPBPT,PBPBBP,5,21
PPBTBB,PBPBT,BPBBTP,5,23
BPBBPT,PBPBT,BBTPBP,5,32
PPBPBB,PBPBT,BPBBBP,5,47
BBBBPB,PBPBT,BBBBPP,5,27
PPPPBP,BPBPT,BPTBBB,5,18
PBPPBP,BPBPT,PBBBPP,5,36
BPTPPB,BPBPT,BBPBBP,5,11
TPPBPB,PBPBT,TPPTBP,5,40
BBPBBB,BPBPT,BPPBPB,5,15
BBTBBP,PBPBT,PPBTBB,5,18
BTPPPB,PBPBT,BPBTPB,5,45
TPBBBB,BPBPT,BBPPTP,5,41
BBBBBB,BPBPT,PTPBBT,5,15
PPPPBB,BPBPT,PPPPBP,5,18
PPPBBB,PBPBT,PPTPPP,5,42
PBPPPB,BPBPT,PBTBBP,5,41
BBBPBT,PBPBT,BPBPBB,5,35
PPBPBP,PBPBT,TPPPPB,5,16
BPBBBP,PTPTT,PPPBPP,5,49
BPPBBB,BPBPT,BBBPPP,5,56
BBTBBB,BPBPT,BPPBPP,5,26
BBBBBP,PBPBT,PPPBPP,5,52
BPPBBB,BPBPT,PPBBPB,5,12
PBBBPT,BPBPT,BBBPBB,5,53
PBBPPP,PBPBT,BBPBPP,5,32
PPPBBP,BPBPT,BBPBPP,5,13
BBBPPB,BPBPT,BBBPPP,5,44
BTBPPP,BPBPT,BTBBPP,5,55
BBBPTB,BPBPT,PPTTBP,5,19
BPBBBP,BPBPT,TBBPPP,5,35
BTTPBP,PBPBT,PTBPBT,5,20
PPBPPB,BPBPT,TBBTBP,5,18
PPPPBB,BPBPT,BTBBBB,5,34
BBTBPT,BPBPT,BPPPBB,5,24
PPBBBB,BPBPT,PTBBBT,5,36
BPPPPB,PBPBT,BTPBPP,5,27
PPTBBB,BPBPT,PPPBTB,5,47
BBBTPP,PBPBT,PPBPPP,5,36
BBPBBP,PBPBT,BPPPPP,5,31
TBPTBP,BPBPT,BPPPTP,5,24
PBPBBB,PBPBT,BBPPPP,5,59
PBTPBP,BPBPT,PPPBPB,5,12
BBPPPB,BPBPT,BBBBBP,5,28
BBTTBB,BPBPT,PPPTPB,5,14
PBBBPP,BPBPT,TBBPBP,5,51
PBPTTB,BPBPT,PPBPPT,5,58
PTPBBB,BPBPT,PBBPBB,5,45
PPBBPB,BPBPT,PBBPPB,5,74
BPBBPB,TBTBT,BPTBPP,5,52
BBPPPB,PBPBT,PBTPBB,5,13
PPBPPB,BPBPT,PPPPBB,5,54
TPPPTP,PBPBT,PBBTPP,5,48
BBPPBP,PBPBT,BPBBPP,5,57
PBBBBB,PBPBT,PBPPBP,5,35
PBBPBB,PBPBT,BPBPPP,5,27
BPBPPP,PBPBT,TBBBBB,5,27
PBBBBB,BPBPT,BPBPPP,5,54
BBPBPP,BPBPT,PTBPBB,5,18
BPPBPB,BPBPT,PPBBPB,5,28
BBPPBB,BPBPT,PBPPPP,5,34
BPBBBP,PBPBT,PPBBPB,5,37
PPPTPB,BPBPT,BBTTPP,5,47
BBPPPB,PBPBT,PBPPBP,5,17
TBBBBT,BPBPT,TBBPPB,5,49
BBBTPT,PBPBT,BBPPBB,5,13
TPPPPB,PBPBT,BBBPBB,5,19
PPPBPB,BPBPT,PBBBBB,5,47
PBPPPB,PBPBT,BBPBPB,5,26
PBBPPB,PBPBT,PBBBBB,5,46
BPBBPB,BPBPT,PPPBBB,5,42
PBBBBT,BPBPT,BBPBBP,5,55
BPBPPP,BPBPT,BBPBPT,5,55
BBBPBP,PBPBT,TTPPBB,5,38
BPPPPP,BPBPT,PPPPBT,5,41
BBTBPB,BPBPT,PTTBPB,5,60
PBBPBB,PBPBT,TBPPBP,5,24
PPBBBB,BPBPT,BBBBPB,5,12
PPBPTP,BPBPT,BTBBBT,5,55
PPBBBB,BPBPT,PBPPBP,5,48
PBPBBP,BPBPT,BBBBBB,5,25
BBPPTP,BPBPT,BBPBBP,5,39
PBBPPT,BPBPT,BPPTBT,5,30
BPBPPP,PBPBT,BBBPBB,5,15
BBTBPB,BPBPT,PBPPBP,5,52
BPBTPP,BPBPT,PPBPPB,5,51
PBTPBP,BPBPT,PPPPPP,5,16
BBBPTP,BPBPT,BPPTBB,5,34
PBBPTB,BPBPT,BTPBTB,5,10
BPPBPP,BPBPT,BBPBPB,5,59
PBBPPB,BPBPT,BPBPPP,5,17
PPBTBP,BPBPT,PTBBBP,5,58
PPBPPP,PBPBT,BPPTPP,5,41
BBBBBP,PBPBT,TPBBBB,5,65
PPBPBP,BPBPT,PPPPBB,5,46
BPBBPP,BPBPT,PPPBTP,5,48
BBBBBB,PBPBT,BBPBBP,5,24
PPPPTP,BPBPT,BBPPPP,5,42
BBBPBB,PBPBT,PBBPPB,5,17
BBTBPP,BPBPT,PPBBPB,5,41
PPPBTB,TPTPT,PPBBPB,5,30
PPBBBB,BPBPT,TPPBPP,5,60
BBPPPP,PBPBT,PPTPBB,5,89
BBBPPP,PBPBT,BPPBPP,5,57
PBPTPB,BPBPT,PBBPBP,5,40
BBPPTP,BPBPT,BPPBBB,5,23
TBBBPP,PBPBT,BPBBPP,5,19
PBBPBP,PBPBT,BPPBBT,5,10
PBBPPB,BTBTT,PBPBPP,5,34
PPPPPP,PBPBT,TBPPTB,5,48
PBPPBP,PBPBT,PPBBTP,5,29
PTPPPP,BPBPT,PPBBBB,5,13
PBTBPB,BPBPT,BPPBPB,5,34
BPBTBP,BPBPT,BBPPBP,5,20
PPPPBP,BPBPT,PPPPBP,5,60
BPBBPP,BPBPT,TBTPBP,5,39
BPPPBP,PBPBT,PTBBPB,5,24
BBBPPP,BPBPT,BBPBPP,5,39
PPPPBB,TBTBT,PPBBBP,5,31
TPPBBB,PBPBT,PPTBBP,5,41
BPBPBB,PBPBT,PPPPBB,5,51
PPBBTB,PBPBT,PPPPPP,5,35
BBBBBP,BPBPT,BPBPTB,5,15
PBPBPT,BPBPT,BBBPPP,5,20
PBBBPP,BPBPT,TPPTPB,5,39
PPBPPP,PBPBT,PBPBBP,5,28
BTPPBP,TPTPT,BPBPBB,5,57
BPBPBP,BPBPT,BPPBPB,5,50
TBBBPP,BPBPT,TTPPPT,5,28
BBBPBP,PBPBT,TBPTPB,5,57
BBPBBP,BPBPT,BPPTBB,5,54
PBBTPP,PBPBT,PBPPBP,5,18
PTBBPB,BPBPT,BTPPPB,5,10
BPBTBP,BPBPT,PPBPPP,5,22
PPTBPP,PBPBT,BBPBPP,5,27
BPPPPB,PBPBT,TPBBBP,5,62
PTBBPP,BPBPT,PBBBBP,5,16
PBPPTP,PBPBT,TPPPBB,5,12
TBPBBB,BPBPT,PBTPPB,5,24
PBBPPB,BPBPT,PPPPBB,5,28
PTBBPT,BPBPT,BBBBTP,5,51
PBPPBP,PBPBT,TBBPPB,5,41
BBPPPB,BPBPT,TPTPPB,5,47
BBBBBP,BPBPT,PTBPBP,5,19
BPPPPB,BPBPT,PPPBPP,5,58
BPBPTP,PBPBT,BPBPBP,5,10
BBBPBB,BPBPT,BPPPBP,5,18
PBBPBP,PBPBT,PTBBPP,5,24
PPPTTB,PBPBT,TPBBBB,5,10
PBPPBB,PBPBT,PPPBTP,5,69
PPBBBB,BPBPT,BBPBBB,5,19
BBPPPP,PBPBT,PPTBBP,5,47
PBBBTB,BPBPT,PPPPBB,5,20
PBBPBP,PBPBT,PBPBBB,5,26
BPPPPP,BPBPT,PBPBBB,5,35
TPPPBP,TBTBT,BPBBBP,5,19
BTBPBB,BPBPT,BBBBBB,5,28
BTBTPP,TPTPT,PPBPPB,5,24
PPBBBB,BPBPT,BBBPBP,5,38
BPBTPB,PBPBT,BBPPPP,5,16
PPBBPB,PBPBT,BPTBPB,5,14
TPTBPB,PBPBT,BTBPPT,5,18
PPBBBB,BPBPT,TBPPPB,5,46
BBPBTP,BPBPT,PBPBBB,5,18
PPBPPB,PBPBT,BTBTPP,5,43
PBPPBT,PBPBT,PBBBPB,5,59
PPBBPP,BTBTT,BPBBPP,5,32
BPBPPP,TBTBT,TBBBPB,5,12
BPPPBT,PBPBT,BPBBPB,5,14
PBTBPB,BPBPT,PTPBBT,5,22
PBBBBB,PBPBT,PPBPPP,5,29
PPTPBP,BPBPT,BPBPTB,5,46
PBPBPT,BPBPT,BBBBBB,5,51
PPTBBP,PBPBT,BPTBBB,5,32
PBBTBT,BPBPT,PPPPBT,5,53
BBBPTB,PBPBT,BPBPPB,5,11
PPBPPB,PBPBT,BPBPBT,5,12
PBPBTB,PBPBT,PPBTPB,5,18
BBTBBB,PBPBT,PBTPBB,5,51
BTPTBP,BPBPT,TPPPTB,5,34
BBBBBB,PBPBT,PBBPBP,5,56
BBTBBB,BPBPT,PPPPPB,5,36
BPBBBB,BPBPT,PPBTBP,5,69
BPPPPP,PBPBT,PBBPBB,5,48
BBPBBB,PBPBT,PBPPPB,5,20
BBBPBP,BPBPT,BPBBBB,5,34
PPPPPB,BPBPT,PTBPPB,5,36
BPPPBP,PBPBT,PBPPPP,5,44
PPBBBP,BPBPT,PPPBPB,5,61
PPBTPT,PBPBT,PTBBBP,5,10
PBPBPB,PBPBT,PBBBPP,5,43
PTPBBB,BPBPT,PBPPBB,5,55
BBBBTB,BPBPT,BPPTBB,5,32
BBPBBP,BPBPT,PBPBPT,5,47
BPBPTP,BPBPT,BPPBBB,5,53
PPPBTT,PBPBT,BPPPBT,5,21
BPBPPB,PBPBT,BPPPPP,5,26
PTTPBP,BPBPT,BBBBPP,5,29
BPBBPB,TBTBT,PPPBTB,5,19
BBPPPB,BPBPT,BPPPBP,5,50
BTTPBB,BPBPT,BPBPPB,5,52
PPPPBB,BPBPT,PBPBBB,5,47
BBBPPP,PBPBT,BBPPPP,5,30
BPTPBB,BPBPT,PBTPBP,5,37
PPBPBB,BPBPT,TPPPPB,5,56
PPPBPP,BPBPT,BBPPBP,5,55
PBBPBP,PBPBT,PPBBPP,5,27
TPBPPP,PBPBT,BBBPPP,5,29
BPPTPP,PBPBT,BPTPBB,5,48
BBTBTP,PBPBT,PTBPBB,5,29
PBPPPP,BPBPT,BBPBPB,5,21
PBPTBB,PBPBT,PPBBPP,5,28
PBPPBP,PTPTT,PPBTTT,5,19
BPBBPB,BPBPT,BPPPBB,5,39
BPPBPB,BPBPT,BBPPBT,5,31
PBPBBB,TBTBT,PPPBBP,5,18
PBBPBB,BPBPT,BPBPPB,5,43
PPPBBB,PBPBT,PBPPPB,5,35
BBBPBB,BPBPT,BBBPPB,5,35
BTPTBB,PBPBT,TBBPTP,5,17
BPBBPB,PBPBT,TPPBPB,5,30
PBPPBP,PBPBT,PBPPTB,5,27
PPPPBP,BPBPT,BPBTBP,5,26
PTBPBT,BPBPT,BPBPPP,5,35
BPBPPB,BPBPT,BPBBPP,5,50
PBBBBP,PBPBT,BBPBPB,5,32
BPPBBP,BPBPT,PBPPBB,5,50
TBTPPP,BPBPT,PPBPPP,5,54
BBBBPB,BPBPT,PTBPPP,5,38
PPBTPB,PBPBT,BBPBPB,5,34
PPBBBT,PBPBT,PBPPPP,5,15
BBPBBP,PBPBT,BBTPBP,5,25
TBBBPP,BPBPT,BPPBBT,5,47
BBBPPB,PBPBT,BBPBPP,5,41
BTPBBB,PBPBT,PPPBBB,5,18
BBBTBT,PBPBT,PBPPBP,5,48
BBPPBB,PBPBT,BPPPBB,5,49
BPBBPB,BPBPT,PPPPTP,5,22
BBPPBT,PBPBT,PPTPPP,5,21
BBBPBB,PBPBT,BTBBPP,5,56
BBPPPB,BPBPT,BPPBPB,5,22
PPPBPP,BPBPT,PPPBBT,5,41
BBPBBP,BPBPT,BPBPTT,5,56
PBBPBP,PBPBT,BBBPPP,5,54
BBTBPB,PBPBT,BBPPPP,5,33
BPPPPB,PBPBT,TBBBBB,5,24
TBBBPP,PBPBT,BBBBPB,5,52
BBPBPB,PBPBT,TBBPBB,5,32
PPTBPP,PBPBT,BPBBPP,5,29
PPPTPB,BPBPT,PPPBBB,5,28
BPPPBP,PBPBT,PBBPPB,5,15
PPBPTB,PBPBT,BPBPBT,5,34
PBPBTB,PBPBT,BPPPBP,5,40
PPPBPB,PBPBT,BBTBPB,5,44
PBBTPP,BPBPT,PPPPPP,5,12
PBBPTP,BPBPT,BTPBBP,5,35
PBPPPP,PBPBT,PBBTBT,5,25
BPBPBP,PBPBT,BPPPBP,5,16
TPPBPB,BPBPT,BBBBTP,5,43
PBBPPT,PBPBT,BPPBBB,5,22
TBPPPP,PBPBT,PPBBPB,5,41
PPBBPT,BPBPT,PBPBPP,5,19
BPBPPP,BPBPT,BPPPBB,5,39
BPTPTB,BPBPT,PBPBBB,5,10
BPBPPT,BPBPT,BBBPPP,5,20
PPBPPP,BPBPT,BBPPBB,5,53
PPBBTB,BPBPT,BPPPPT,5,46
TBPPTP,PBPBT,PBBPBP,5,43
PPTBBT,BPBPT,BBPBPP,5,50
BBPBPP,PBPBT,TPPBBB,5,54
TBBBBB,PBPBT,PTPBPB,5,47
BPBPPP,PBPBT,BPPBPT,5,24
BTBTPP,PBPBT,PPPPBP,5,11
BBBPTB,BPBPT,PBPBPP,5,27
BBPPBB,PBPBT,TBBBBB,5,24
BPBBPP,PBPBT,PBPBPP,5,52
BTPPPT,PBPBT,BBTTBB,5,30
BTBBTP,PBPBT,BBPPBP,5,18
PPBTPP,PBPBT,BPPPPB,5,51
BPPTBT,PBPBT,BPPPPP,5,40
PBPBBT,PBPBT,BBBBBP,5,52
PBPBPP,PBPBT,PPBTPP,5,30
PPBPBB,PBPBT,PBBPTP,5,27
BBPTPB,BPBPT,PBBBPP,5,59
TPBTPB,PBPBT,PBBPBP,5,12
PBPPPT,BPBPT,TPTBBB,5,28
BPBTTP,TBTBT,PPPBBB,5,23
BPPBPP,BPBPT,BPBBTT,5,63
PBPPBB,BPBPT,BPPPBP,5,50
PBBBBP,PBPBT,PBBPPB,5,39
TBBPTB,PBPBT,PPBPBB,5,40
BPBPPP,PBPBT,BPPPTP,5,20
BPBBPP,BPBPT,PPPBBP,5,25
BBPBPB,PBPBT,PBBPBB,5,39
PBBBBP,PBPBT,BBPPBP,5,53
BPBBPB,BPBPT,PBPBPB,5,29
TPPPPT,PBPBT,BPBPPP,5,11
BBBPPB,PBPBT,BBBBPP,5,28
TPBBPP,BPBPT,BPBPTB,5,22
PBPBPT,BPBPT,BTBPBP,5,27
PPBPBB,PBPBT,BBBPBB,5,45
BBPBBB,PBPBT,PPPBPP,5,57
PPPPPP,PBPBT,BBBBPP,5,62
PBPPBB,PBPBT,PPPTBB,5,51
PPBBTT,BPBPT,PBPBBP,5,59
BPTBTP,BPBPT,BPPPBB,5,13
BBBPBP,BPBPT,BBPTPB,5,55
PPBBBB,PBPBT,BBPBBP,5,28
PPPBBB,BPBPT,PPBBPT,5,47
PBPBPB,BPBPT,BPPBTB,5,32
PPPPPP,BPBPT,PPPTBP,5,14
PPBBPB,PBPBT,BPTBBB,5,21
BPPBPP,PBPBT,TBPBPT,5,43
PBPBTT,BPBPT,PBBPBP,5,49
BBBPBP,BPBPT,BBPBTB,5,27
PBPBBB,TBTBT,PBTPBP,5,25
BBPPBP,BPBPT,BPBTPB,5,46
BBBPBT,PBPBT,PPBPBB,5,46
PPBPPT,BPBPT,BBPBBB,5,30
PPBBPP,BPBPT,BPBBBT,5,40
BBPPPB,PBPBT,PBPBPP,5,29
PBPBBP,BPBPT,PBPPPB,5,57
PPPBPP,BPBPT,PBPPBP,5,34
PTPBPP,BPBPT,PPPPTP,5,43
TPBPPT,BPBPT,PPBBBP,5,58
BBPPTP,PBPBT,BBTPBP,5,34
BPTPBB,BPBPT,PPBBPP,5,38
PBTPPB,PBPBT,BPPPTB,5,18
BTBBPB,BPBPT,PPTBPB,5,55
BTPPPP,PBPBT,BPBPBP,5,14
PPPBBB,PBPBT,PBPPBP,5,20
PBPBBP,PBPBT,BBPPPB,5,36
PPBPTT,BPBPT,TBBBPP,5,48
BBBPPB,PBPBT,PPBPBT,5,60
PBPBTP,PBPBT,TBBBPB,5,66
BBBPBP,PBPBT,BPBBBP,5,13
PPPPBP,BPBPT,PBTBBP,5,60
PPTTPB,PBPBT,BPPBTB,5,74
PPBPBP,BPBPT,PPBTPB,5,34
PPPPTP,PBPBT,BPBTPB,5,53
PBTPBB,BPBPT,BPPBBP,5,17
PPBPPB,BPBPT,TPPBTP,5,44
BPPBPP,PBPBT,BPBPBP,5,46
BBPBPB,PBPBT,BBBPBB,5,40
BPBPBP,PBPBT,BPPTBP,5,17
PPBBBB,BPBPT,PBPPPB,5,26
PBPPBB,PBPBT,BPPPBP,5,30
BBPPPP,TPTPT,BPPPPT,5,48
BPBBPB,PBPBT,PBBBBP,5,29
BPBBPB,PBPBT,TPPPTB,5,25
PBPBBB,BPBPT,BPPTBP,5,18
BBBPBB,PBPBT,PTPBBB,5,17
PPBBPT,TBTBT,BBBPBP,5,10
PPTPBB,PBPBT,BBBPTB,5,47
BTPPPP,PBPBT,BTBBBB,5,17
BPPPPB,PBPBT,PTBTBP,5,45
BBPBBB,BPBPT,PTPPPP,5,50
TTBBBP,PBPBT,BTBBPB,5,16
PPBBPB,BPBPT,PBBBPP,5,14
TBBPPB,BPBPT,PPBPPP,5,23
